Course,VCO_Seqn,Scheme,Collaborative_Indicator,VCO_Start_Year,VCO_End_Year,Online_Module_Choice?,Programme,Route,Award,Title,CBO_Block,CBO_Year,CBO_Occ,Block_Type,Current_Online_Diet,Online _Diet_Errors,Projected_2023/24_Diet,2023/24_Diet_Translation,2023/24_Diet_Errors,Diet_User_Help,Diet_Element_Seqn,Trimester,Selection_Status,Level,FMC_Code,Mod Code,MAV_Name,Credits,Assessment_Pattern,Diet_Element_User_Help,Video_URLs
UGCSGDXF,3,Taught,,2022,,Y,US1CMP19,UGCSGD,BSc,Computer Science for Games Development,2,2023/24,ST1A,Enrolment Block,2024-UGCSGDXF-3-2-ST1A,,2023-UGCSGDXF-3-2-ST1A,"Year=0 - Selections: 551462 in T12, 551455 in T1, 551459 in T1, 500083 in T2, 551461 in T2, 441190 in T12",,,40,T2,Compulsory,5,500083,500083,Advanced Programming,20,500083T22222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=e38e20e7-2128-4ba0-ac41-b2a201061d8e
UGCOMSXF,4,Taught,,2022,,Y,US1CMP19,UGCOMS,BSc,Computer Science for Games Development,2,2025/26,ST1A,Enrolment Block,2025-UGCOMSXF-4-2-ST1A,,2025-UGCOMSXF-4-2-ST1A,"Year=0 - Selections: 551462 in T12, 551458 in T1, 441190 in T12 - Electives: 20.00 available credits from 551457, 551455, 551789 in T1, 40.00 available credits from 551460, 500083, 551461, 551672, 551529 in T2",,,80,T2,Compulsory,5,COMP SC L5 T2 2025,551461,eXtended Reality Development,20,551461T22323,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=19e2d5bb-3a21-4b34-9204-b2a20107058e
UGCSGDXF,3,Taught,,2022,,Y,US1CMP19,UGCSGD,BSc,Computer Science for Games Development,3,2023/24,ST1A,Enrolment Block,2024-UGCSGDXF-3-3-ST1A,,2023-UGCSGDXF-3-3-ST1A,"Year=0 - Selections: 600098 in T1, 661981 in T1, 600086 in T2, 441190 in T12, 600089 in T2 - Electives: 40.00 available credits from 600091, 662004 in T12",,,10,T12,Elective,6,COMP SCI L6 T12 OPTS,600091,Honours Stage Project,40,60009112222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=4ccab938-2472-4272-bba6-b1fb014163f3
UGCSGDXF,3,Taught,,2022,,Y,US1CMP19,UGCSGD,BSc,Computer Science for Games Development,3,2023/24,ST1A,Enrolment Block,2024-UGCSGDXF-3-3-ST1A,,2023-UGCSGDXF-3-3-ST1A,"Year=0 - Selections: 600098 in T1, 661981 in T1, 600086 in T2, 441190 in T12, 600089 in T2 - Electives: 40.00 available credits from 600091, 662004 in T12",,,10,T12,Elective,6,COMP SCI L6 T12 OPTS,662004,Communicating and Teaching Computing,40,6.62E+11,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=c8052393-02a3-4e18-af16-b2a201081ff9
UGCSGDXF,3,Taught,,2022,,Y,US1CMP19,UGCSGD,BSc,Computer Science for Games Development,3,2023/24,ST1A,Enrolment Block,2024-UGCSGDXF-3-3-ST1A,,2023-UGCSGDXF-3-3-ST1A,"Year=0 - Selections: 600098 in T1, 661981 in T1, 600086 in T2, 441190 in T12, 600089 in T2 - Electives: 40.00 available credits from 600091, 662004 in T12",,,20,T1,Compulsory,6,600098,600098,Games Architecture,20,600098T12222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=28924af8-4b67-4294-af51-b1fb0141bb07
UGCSGDXF,3,Taught,,2022,,Y,US1CMP19,UGCSGD,BSc,Computer Science for Games Development,3,2023/24,ST1A,Enrolment Block,2024-UGCSGDXF-3-3-ST1A,,2023-UGCSGDXF-3-3-ST1A,"Year=0 - Selections: 600098 in T1, 661981 in T1, 600086 in T2, 441190 in T12, 600089 in T2 - Electives: 40.00 available credits from 600091, 662004 in T12",,,30,T1,Compulsory,6,661981,661981,Graphics Programming and Simulation 2,20,661981T12222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=c47ae2af-a314-4731-a5dc-b1fb014113b3
UGCSGDXF,3,Taught,,2022,,Y,US1CMP19,UGCSGD,BSc,Computer Science for Games Development,3,2023/24,ST1A,Enrolment Block,2024-UGCSGDXF-3-3-ST1A,,2023-UGCSGDXF-3-3-ST1A,"Year=0 - Selections: 600098 in T1, 661981 in T1, 600086 in T2, 441190 in T12, 600089 in T2 - Electives: 40.00 available credits from 600091, 662004 in T12",,,40,T2,Compulsory,6,600086,600086,Parallel and Concurrent Programming,20,600086T22222,,
UGCSGDXF,3,Taught,,2022,,Y,US1CMP19,UGCSGD,BSc,Computer Science for Games Development,3,2023/24,ST1A,Enrolment Block,2024-UGCSGDXF-3-3-ST1A,,2023-UGCSGDXF-3-3-ST1A,"Year=0 - Selections: 600098 in T1, 661981 in T1, 600086 in T2, 441190 in T12, 600089 in T2 - Electives: 40.00 available credits from 600091, 662004 in T12",,,70,T2,Compulsory,6,600089,600089,Distributed Systems Programming,20,600089T22323,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=4097b802-349c-42c5-ae61-b2a20107c540
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,1,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-1-ST1A,,2023-UGROAIXF-2-1-ST1A,"Year=0 - Selections: 441101 in T12, 441104 in T2, 441108 in T1, 441105 in T1, 441183 in T2, 441187 in T12, 441190 in T12",,,10,T12,Core,4,441101,441101,Programming Portfolio,40,441101T1&222,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,1,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-1-ST1A,,2023-UGROAIXF-2-1-ST1A,"Year=0 - Selections: 441101 in T12, 441104 in T2, 441108 in T1, 441105 in T1, 441183 in T2, 441187 in T12, 441190 in T12",,,20,T2,Compulsory,4,441104,441104,Computational Thinking,20,441104T12222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=7bd33189-7032-42b5-95ac-b2a201055dbb
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,1,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-1-ST1A,,2023-UGROAIXF-2-1-ST1A,"Year=0 - Selections: 441101 in T12, 441104 in T2, 441108 in T1, 441105 in T1, 441183 in T2, 441187 in T12, 441190 in T12",,,50,T1,Compulsory,4,441108,441108,Professional Development,20,441108T22222,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,1,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-1-ST1A,,2023-UGROAIXF-2-1-ST1A,"Year=0 - Selections: 441101 in T12, 441104 in T2, 441108 in T1, 441105 in T1, 441183 in T2, 441187 in T12, 441190 in T12",,,60,T1,Compulsory,4,441105,441105,Algorithms and Data Structures,20,441105T12222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=3dee9899-2ab7-46cf-8982-b2a20105ae97
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,1,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-1-ST1A,,2023-UGROAIXF-2-1-ST1A,"Year=0 - Selections: 441101 in T12, 441104 in T2, 441108 in T1, 441105 in T1, 441183 in T2, 441187 in T12, 441190 in T12",,,70,T2,Compulsory,4,441183,441183,Fundamentals of Robotics,20,441183T22323,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,2,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-2-ST1A,,2023-UGROAIXF-2-2-ST1A,"Year=0 - Selections: 551530 in T12, 551458 in T1, 551528 in T1, 551527 in T2, 551529 in T2, 441190 in T12",,,10,T12,Core,5,551530,551530,Robotic Systems and Simulation,40,551530T12323,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,2,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-2-ST1A,,2023-UGROAIXF-2-2-ST1A,"Year=0 - Selections: 551530 in T12, 551458 in T1, 551528 in T1, 551527 in T2, 551529 in T2, 441190 in T12",,,20,T1,Compulsory,5,551458,551458,Artificial Intelligence,20,551458T12222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=60b414c0-f2cf-40e9-bc25-b1fb01414c46
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,2,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-2-ST1A,,2023-UGROAIXF-2-2-ST1A,"Year=0 - Selections: 551530 in T12, 551458 in T1, 551528 in T1, 551527 in T2, 551529 in T2, 441190 in T12",,,30,T1,Compulsory,5,551528,551528,Electronics and Control for Robotics,20,551528T12222,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,2,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-2-ST1A,,2023-UGROAIXF-2-2-ST1A,"Year=0 - Selections: 551530 in T12, 551458 in T1, 551528 in T1, 551527 in T2, 551529 in T2, 441190 in T12",,,40,T2,Compulsory,5,551527,551527,Applied Artificial Intelligence,20,551527T22222,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,2,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-2-ST1A,,2023-UGROAIXF-2-2-ST1A,"Year=0 - Selections: 551530 in T12, 551458 in T1, 551528 in T1, 551527 in T2, 551529 in T2, 441190 in T12",,,50,T2,Compulsory,5,551529,551529,"Microcontrollers, Sensors and Communications",20,551529T22222,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,2,2025/26,ST1A,Enrolment Block,2025-UGROAIXF-2-2-ST1A,,2025-UGROAIXF-2-2-ST1A,"Year=0 - Selections: 551458 in T1, 551789 in T1, 441190 in T12, 551530 in T12, 551529 in T2, 551672 in T2",,,50,T2,Compulsory,5,551529,551529,Connected Devices and IoT,20,551529T22525,,
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,3,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-3-ST1A,,2023-UGROAIXF-2-3-ST1A,"Year=0 - Selections: 662085 in T1, 600100 in T2, 601089 in T2, 441190 in T12 - Electives: 40.00 available credits from 600091, 662004 in T12, 20.00 available credits from 661984, 662086 in T1",,,10,T12,Elective,6,COMP SCI L6 T12 OPTS,600091,Honours Stage Project,40,60009112222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=4ccab938-2472-4272-bba6-b1fb014163f3
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,3,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-3-ST1A,,2023-UGROAIXF-2-3-ST1A,"Year=0 - Selections: 662085 in T1, 600100 in T2, 601089 in T2, 441190 in T12 - Electives: 40.00 available credits from 600091, 662004 in T12, 20.00 available credits from 661984, 662086 in T1",,,10,T12,Elective,6,COMP SCI L6 T12 OPTS,662004,Communicating and Teaching Computing,40,6.62E+11,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=c8052393-02a3-4e18-af16-b2a201081ff9
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,3,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-3-ST1A,,2023-UGROAIXF-2-3-ST1A,"Year=0 - Selections: 662085 in T1, 600100 in T2, 601089 in T2, 441190 in T12 - Electives: 40.00 available credits from 600091, 662004 in T12, 20.00 available credits from 661984, 662086 in T1",,,20,T1,Optional,6,COMP SCI & AI L6 T1 OPTS,661984,Digital Disruption and Innovation,20,661984T12222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=9badd9c0-22b7-4ab4-8bd3-b1fb013efd1e
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,3,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-3-ST1A,,2023-UGROAIXF-2-3-ST1A,"Year=0 - Selections: 662085 in T1, 600100 in T2, 601089 in T2, 441190 in T12 - Electives: 40.00 available credits from 600091, 662004 in T12, 20.00 available credits from 661984, 662086 in T1",,,20,T1,Optional,6,COMP SCI & AI L6 T1 OPTS,662086,Machine Learning,20,662086T12222,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=e4cf0464-6f21-4cc7-82d7-b1fb01413478
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,3,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-3-ST1A,,2023-UGROAIXF-2-3-ST1A,"Year=0 - Selections: 662085 in T1, 600100 in T2, 601089 in T2, 441190 in T12 - Electives: 40.00 available credits from 600091, 662004 in T12, 20.00 available credits from 661984, 662086 in T1",,,40,T2,Compulsory,6,600100,600100,Computer Vision,20,600100T2323,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=0943e97b-a373-4e4a-8493-b1fb01417b65
UGROAIXF,2,Taught,,2022,,Y,US1CMP19,UGROAI,BSc,Robotics and Artificial Intelligence,3,2023/24,ST1A,Enrolment Block,2024-UGROAIXF-2-3-ST1A,,2023-UGROAIXF-2-3-ST1A,"Year=0 - Selections: 662085 in T1, 600100 in T2, 601089 in T2, 441190 in T12 - Electives: 40.00 available credits from 600091, 662004 in T12, 20.00 available credits from 661984, 662086 in T1",,,50,T2,Compulsory,6,601089,601089,Robotics and Automation,20,601089T22323,,
UGCOMSXF,4,Taught,,2022,,Y,US1CMP19,UGCOMS,BSc,Robotics and Artificial Intelligence,3,2023/24,ST1A,Enrolment Block,2024-UGCOMSXF-4-3-ST1A,,2023-UGCOMSXF-4-3-ST1A,"Year=0 - Selections: 661987 in T1, 600093 in T2, 441190 in T12 - Electives: 40.00 available credits from 600091, 662004 in T12, 20.00 available credits from 661982, 661984, 662086 in T1, 20.00 available credits from 600100, 600089, 661985, 600086, 661987, 662253 in T2",,,40,T2,Optional,6,COMP SCI L6 T2 OPTS,662253,Natural Language Processing,20,No matching MAP,,https://uoh.cloud.panopto.eu/Panopto/Pages/Embed.aspx?id=e4bccaea-050a-4734-89f6-b2a201092bf3
